student,course,activity,room,day,time
Guilliano Blomsma,Webprogrammeren en databases,h1,C1.112,Wed,13
Guilliano Blomsma,Project Genetic Algorithms,p1,A1.06,Tue,9
Guilliano Blomsma,Webprogrammeren en databases,p1,A1.06,Thu,11
Guilliano Blomsma,Webprogrammeren en databases,w1,A1.06,Fri,15
Lenne Boateng,Compilerbouw,h1,B0.201,Fri,11
Lenne Boateng,Compilerbouw,h2,A1.10,Fri,9
Lenne Boateng,Machine Learning,h2,C1.112,Tue,15
Lenne Boateng,Machine Learning,h1,B0.201,Wed,13
Lenne Boateng,Compilerbouw,w1,C1.112,Mon,15
Lenne Boateng,Compilerbouw,p1,C0.110,Fri,13
Amadou Boekema,Interactie-ontwerp,h2,B0.201,Thu,13
Amadou Boekema,Compilerbouw,h1,B0.201,Fri,11
Amadou Boekema,Compilerbouw,h2,A1.10,Fri,9
Amadou Boekema,Compilerbouw,w1,C1.112,Mon,15
Amadou Boekema,Kansrekenen 2,h1,C0.110,Tue,11
Amadou Boekema,Interactie-ontwerp,h1,B0.201,Thu,15
Amadou Boekema,Compilerbouw,p1,C0.110,Fri,13
Amadou Boekema,Kansrekenen 2,h2,C0.110,Mon,13
Armin Bol,Analysemethoden en -technieken,h1,C0.110,Thu,15
Armin Bol,Project Genetic Algorithms,p1,B0.201,Mon,9
Rayn Bolding,Moderne Databases,h1,C1.112,Mon,11
Rayn Bolding,Moderne Databases,w1,A1.10,Mon,15
Rayn Bolding,Moderne Databases,p1,A1.06,Wed,13
Jeremey Bontenbal,Reflectie op de digitale cultuur,h2,C1.112,Thu,13
Jeremey Bontenbal,Reflectie op de digitale cultuur,h1,C1.112,Tue,13
Jeremey Bontenbal,Reflectie op de digitale cultuur,w1,A1.04,Tue,15
Jeremey Bontenbal,Kansrekenen 2,h1,C0.110,Tue,11
Jeremey Bontenbal,Kansrekenen 2,h2,C0.110,Mon,13
Tariq Bood,Programmeren in Java 2,p1,C1.112,Thu,9
Hiba Boogert,Calculus 2,w1,A1.04,Mon,13
Hiba Boogert,Calculus 2,h1,C0.110,Mon,11
Hiba Boogert,Netwerken en systeembeveiliging,p1,A1.08,Tue,13
Kely Borg,Programmeren in Java 2,p1,A1.06,Tue,13
Ken Borsboom,Reflectie op de digitale cultuur,h1,C1.112,Tue,13
Ken Borsboom,Reflectie op de digitale cultuur,h2,C1.112,Thu,13
Ken Borsboom,Reflectie op de digitale cultuur,w1,A1.04,Tue,15
Narin Boshuis,Algoritmen en complexiteit,h1,C1.112,Tue,11
Narin Boshuis,Algoritmen en complexiteit,p1,A1.04,Wed,15
Narin Boshuis,Algoritmen en complexiteit,w1,A1.08,Wed,11
Rudolph Bosman,Calculus 2,w1,A1.04,Mon,13
Rudolph Bosman,Calculus 2,h1,C0.110,Mon,11
Jael Boutkan,Zoeken sturen en bewegen,p1,A1.06,Wed,9
Jael Boutkan,Calculus 2,h1,C0.110,Mon,11
Jael Boutkan,Calculus 2,w1,A1.10,Wed,9
Resi Braamhaar,Zoeken sturen en bewegen,p1,A1.08,Wed,15
Hanne Brans,Reflectie op de digitale cultuur,h2,C1.112,Thu,13
Hanne Brans,Analysemethoden en -technieken,h1,C0.110,Thu,15
Hanne Brans,Reflectie op de digitale cultuur,h1,C1.112,Tue,13
Hanne Brans,Technology for games,h1,A1.04,Thu,15
Hanne Brans,Reflectie op de digitale cultuur,w1,A1.08,Fri,9
Hanne Brans,Technology for games,h2,B0.201,Tue,9
Hanne Brans,Technology for games,w1,C1.112,Fri,9
Cyrina Brasser,Bioinformatica,h1,A1.04,Wed,13
Cyrina Brasser,Analysemethoden en -technieken,h1,C0.110,Thu,15
Cyrina Brasser,Project Numerical Recipes,p1,C0.110,Wed,15
Cyrina Brasser,Bioinformatica,p1,C1.112,Wed,15
Cyrina Brasser,Bioinformatica,w1,A1.10,Tue,13
Cyrina Brasser,Bioinformatica,h2,C0.110,Fri,11
Cyrina Brasser,Bioinformatica,h3,B0.201,Fri,13
Femia Brink,Architectuur en computerorganisatie,h2,C0.110,Tue,13
Femia Brink,Architectuur en computerorganisatie,h1,B0.201,Thu,9
Femia Brink,Collectieve Intelligentie,w1,A1.06,Tue,11
Femia Brink,Collectieve Intelligentie,p1,A1.04,Fri,13
Femia Brink,Collectieve Intelligentie,h3,C0.110,Thu,11
Femia Brink,Collectieve Intelligentie,h1,C0.110,Wed,13
Femia Brink,Collectieve Intelligentie,h2,B0.201,Mon,13
Renze Brink,Calculus 2,h1,C0.110,Mon,11
Renze Brink,Webprogrammeren en databases,h2,C1.112,Mon,9
Renze Brink,Webprogrammeren en databases,h1,C1.112,Wed,13
Renze Brink,Webprogrammeren en databases,p1,A1.06,Thu,11
Renze Brink,Webprogrammeren en databases,w1,A1.06,Thu,9
Renze Brink,Kansrekenen 2,h1,C0.110,Tue,11
Renze Brink,Calculus 2,w1,A1.04,Mon,13
Renze Brink,Kansrekenen 2,h2,C0.110,Mon,13
Nyncke Brinks,Kansrekenen 2,h1,C0.110,Tue,11
Nyncke Brinks,Kansrekenen 2,h2,C0.110,Mon,13
Wulfert Brinksma,Reflectie op de digitale cultuur,w1,A1.08,Fri,9
Wulfert Brinksma,Reflectie op de digitale cultuur,h2,C1.112,Thu,13
Wulfert Brinksma,Reflectie op de digitale cultuur,h1,C1.112,Tue,13
Ilyass Broeks,Bioinformatica,h1,A1.04,Wed,13
Ilyass Broeks,Zoeken sturen en bewegen,p1,A1.06,Wed,9
Ilyass Broeks,Analysemethoden en -technieken,h1,C0.110,Thu,15
Ilyass Broeks,Bioinformatica,w1,C0.110,Wed,17
Ilyass Broeks,Bioinformatica,p1,C1.112,Wed,11
Ilyass Broeks,Bioinformatica,h2,C0.110,Fri,11
Ilyass Broeks,Bioinformatica,h3,B0.201,Fri,13
Ethan Broer,Software engineering,w1,C0.110,Mon,9
Ethan Broer,Algoritmen en complexiteit,w1,A1.04,Mon,15
Ethan Broer,Algoritmen en complexiteit,h1,C1.112,Tue,11
Ethan Broer,Software engineering,p1,A1.10,Fri,13
Ethan Broer,Algoritmen en complexiteit,p1,A1.06,Mon,13
Ethan Broer,Kansrekenen 2,h1,C0.110,Tue,11
Ethan Broer,Software engineering,h1,C0.110,Thu,9
Ethan Broer,Kansrekenen 2,h2,C0.110,Mon,13
Tarah Broerse,Autonomous Agents 2,h2,B0.201,Thu,11
Tarah Broerse,Autonomous Agents 2,p1,C0.110,Fri,9
Tarah Broerse,Autonomous Agents 2,w1,A1.08,Tue,15
Tarah Broerse,Lineaire Algebra,h2,C1.112,Tue,9
Tarah Broerse,Lineaire Algebra,h1,A1.10,Tue,11
Tarah Broerse,Autonomous Agents 2,h1,B0.201,Tue,13
Devlin Bronsema,Informatie- en organisatieontwerp,h2,A1.06,Tue,15
Devlin Bronsema,Informatie- en organisatieontwerp,p1,A1.06,Wed,11
Devlin Bronsema,Databases 2,w1,A1.04,Thu,13
Devlin Bronsema,Databases 2,h1,B0.201,Wed,9
Devlin Bronsema,Programmeren in Java 2,p1,A1.06,Tue,13
Devlin Bronsema,Informatie- en organisatieontwerp,h1,C0.110,Tue,17
Devlin Bronsema,Informatie- en organisatieontwerp,w1,C0.110,Mon,17
Sayfeddine Bruijnes,Data Mining,w1,A1.04,Mon,9
Sayfeddine Bruijnes,Data Mining,p1,A1.08,Thu,15
Sayfeddine Bruijnes,Data Mining,h1,A1.04,Wed,9
Sayfeddine Bruijnes,Lineaire Algebra,h2,C1.112,Tue,9
Sayfeddine Bruijnes,Programmeren in Java 2,p1,A1.04,Tue,13
Sayfeddine Bruijnes,Lineaire Algebra,h1,A1.10,Tue,11
Sayfeddine Bruijnes,Kansrekenen 2,h1,C0.110,Tue,11
Sayfeddine Bruijnes,Data Mining,h2,B0.201,Tue,11
Sayfeddine Bruijnes,Kansrekenen 2,h2,C0.110,Mon,13
Virginie Brunsveld,Autonomous Agents 2,p1,C1.112,Wed,9
Virginie Brunsveld,Autonomous Agents 2,h1,B0.201,Tue,13
Virginie Brunsveld,Autonomous Agents 2,h2,B0.201,Thu,11
Virginie Brunsveld,Databases 2,w1,A1.04,Thu,13
Virginie Brunsveld,Collectieve Intelligentie,w1,C0.110,Tue,9
Virginie Brunsveld,Databases 2,h1,B0.201,Wed,9
Virginie Brunsveld,Moderne Databases,h1,C1.112,Mon,11
Virginie Brunsveld,Moderne Databases,p1,B0.201,Wed,15
Virginie Brunsveld,Lineaire Algebra,h2,C1.112,Tue,9
Virginie Brunsveld,Lineaire Algebra,h1,A1.10,Tue,11
Virginie Brunsveld,Collectieve Intelligentie,p1,A1.10,Wed,15
Virginie Brunsveld,Autonomous Agents 2,w1,A1.04,Thu,9
Virginie Brunsveld,Moderne Databases,w1,A1.06,Mon,15
Virginie Brunsveld,Collectieve Intelligentie,h3,C0.110,Thu,11
Virginie Brunsveld,Collectieve Intelligentie,h1,C0.110,Wed,13
Virginie Brunsveld,Collectieve Intelligentie,h2,B0.201,Mon,13
Angus Brusse,Databases 2,w1,A1.10,Wed,11
Angus Brusse,Netwerken en systeembeveiliging,p1,A1.08,Mon,15
Angus Brusse,Databases 2,h1,B0.201,Wed,9
Allan Budel,Calculus 2,h1,C0.110,Mon,11
Allan Budel,Heuristieken 2,h1,A1.10,Tue,9
Allan Budel,Heuristieken 2,w1,A1.04,Thu,11
Allan Budel,Project Genetic Algorithms,p1,B0.201,Mon,9
Allan Budel,Calculus 2,w1,A1.10,Wed,9
Wytske Buining,Reflectie op de digitale cultuur,h2,C1.112,Thu,13
Wytske Buining,Compilerbouw,h1,B0.201,Fri,11
Wytske Buining,Databases 2,h1,B0.201,Wed,9
Wytske Buining,Compilerbouw,h2,A1.10,Fri,9
Wytske Buining,Compilerbouw,p1,C1.112,Fri,13
Wytske Buining,Reflectie op de digitale cultuur,h1,C1.112,Tue,13
Wytske Buining,Algoritmen en complexiteit,w1,A1.04,Mon,15
Wytske Buining,Algoritmen en complexiteit,h1,C1.112,Tue,11
Wytske Buining,Programmeren in Java 2,p1,A1.10,Fri,15
Wytske Buining,Compilerbouw,w1,B0.201,Wed,11
Wytske Buining,Databases 2,w1,A1.10,Wed,11
Wytske Buining,Algoritmen en complexiteit,p1,A1.06,Mon,13
Wytske Buining,Reflectie op de digitale cultuur,w1,A1.04,Tue,15
Rika Buizer,Kansrekenen 2,h2,C0.110,Mon,13
Rika Buizer,Informatie- en organisatieontwerp,h2,A1.06,Tue,15
Rika Buizer,Technology for games,w1,A1.08,Tue,11
Rika Buizer,Informatie- en organisatieontwerp,p1,C1.112,Mon,13
Rika Buizer,Informatie- en organisatieontwerp,h1,C0.110,Tue,17
Rika Buizer,Technology for games,h1,A1.04,Thu,15
Rika Buizer,Technology for games,h2,B0.201,Tue,9
Rika Buizer,Kansrekenen 2,h1,C0.110,Tue,11
Rika Buizer,Informatie- en organisatieontwerp,w1,C0.110,Mon,17
Vivianne Buter,Advanced Heuristics,h1,A1.08,Fri,11
Vivianne Buter,Heuristieken 1,w1,C0.110,Wed,11
Vivianne Buter,Project Numerical Recipes,p1,C1.112,Fri,15
Vivianne Buter,Calculus 2,h1,C0.110,Mon,11
Vivianne Buter,Advanced Heuristics,p1,A1.10,Thu,15
Vivianne Buter,Programmeren in Java 2,p1,C1.112,Thu,9
Vivianne Buter,Heuristieken 1,h1,A1.10,Thu,13
Vivianne Buter,Calculus 2,w1,A1.10,Wed,9
Abdül Buth,Architectuur en computerorganisatie,h2,C0.110,Tue,13
Abdül Buth,Informatie- en organisatieontwerp,p1,A1.06,Wed,11
Abdül Buth,Informatie- en organisatieontwerp,h2,A1.06,Tue,15
Abdül Buth,Informatie- en organisatieontwerp,w1,A1.08,Mon,9
Abdül Buth,Informatie- en organisatieontwerp,h1,C0.110,Tue,17
Abdül Buth,Architectuur en computerorganisatie,h1,B0.201,Thu,9
Donné Buurma,Reflectie op de digitale cultuur,h2,C1.112,Thu,13
Donné Buurma,Reflectie op de digitale cultuur,h1,C1.112,Tue,13
Donné Buurma,Reflectie op de digitale cultuur,w1,A1.04,Tue,15
Donné Buurma,Kansrekenen 2,h1,C0.110,Tue,11
Donné Buurma,Kansrekenen 2,h2,C0.110,Mon,13
Lucienne Caris,Compilerbouw,h1,B0.201,Fri,11
Lucienne Caris,Compilerbouw,h2,A1.10,Fri,9
Lucienne Caris,Technology for games,w1,A1.08,Tue,11
Lucienne Caris,Compilerbouw,p1,C1.112,Fri,13
