student,course,activity,room,day,time
Evi Appel,Collectieve Intelligentie,p1,A1.08,Tue,13
Evi Appel,Collectieve Intelligentie,w1,A1.06,Mon,13
Wilmer Appelhof,Programmeren in Java 2,p1,A1.04,Tue,11
Benjamin Arendse,Webprogrammeren en databases,p1,C1.112,Thu,9
Benjamin Arendse,Webprogrammeren en databases,w1,A1.10,Thu,11
Benjamin Arendse,Webprogrammeren en databases,h2,A1.04,Thu,15
Benjamin Arendse,Webprogrammeren en databases,h1,B0.201,Thu,13
Diny Aslan,Calculus 2,h1,C0.110,Thu,11
Diny Aslan,Calculus 2,w1,A1.10,Mon,15
Chesney Autar,Moderne Databases,w1,A1.06,Tue,15
Chesney Autar,Moderne Databases,p1,C0.110,Thu,9
Chesney Autar,Moderne Databases,h1,C0.110,Fri,11
Martin Avci,Project Numerical Recipes,p1,A1.08,Wed,9
Martin Avci,Compilerbouw,h2,C1.112,Wed,11
Martin Avci,Compilerbouw,p1,B0.201,Tue,15
Martin Avci,Compilerbouw,h1,C0.110,Thu,13
Martin Avci,Compilerbouw,w1,A1.04,Tue,13
Gidon Baetsen,Informatie- en organisatieontwerp,w1,A1.10,Wed,13
Gidon Baetsen,Moderne Databases,w1,A1.10,Fri,9
Gidon Baetsen,Informatie- en organisatieontwerp,h1,A1.08,Thu,9
Gidon Baetsen,Moderne Databases,h1,C0.110,Fri,11
Gidon Baetsen,Informatie- en organisatieontwerp,h2,C1.112,Fri,13
Gidon Baetsen,Informatie- en organisatieontwerp,p1,A1.10,Fri,15
Gidon Baetsen,Moderne Databases,p1,C0.110,Wed,15
Rhona Bakkum,Collectieve Intelligentie,h1,C1.112,Mon,15
Rhona Bakkum,Collectieve Intelligentie,h3,C0.110,Tue,11
Rhona Bakkum,Moderne Databases,w1,A1.10,Fri,9
Rhona Bakkum,Collectieve Intelligentie,w1,A1.04,Mon,13
Rhona Bakkum,Collectieve Intelligentie,p1,A1.08,Tue,9
Rhona Bakkum,Collectieve Intelligentie,h2,C0.110,Mon,17
Rhona Bakkum,Moderne Databases,h1,C0.110,Fri,11
Rhona Bakkum,Moderne Databases,p1,C0.110,Wed,15
Wafa Bart,Collectieve Intelligentie,h1,C1.112,Mon,15
Wafa Bart,Databases 2,w1,A1.04,Fri,13
Wafa Bart,Collectieve Intelligentie,w1,A1.10,Thu,9
Wafa Bart,Collectieve Intelligentie,h3,C0.110,Tue,11
Wafa Bart,Databases 2,h1,C0.110,Fri,15
Wafa Bart,Kansrekenen 2,h2,C0.110,Wed,9
Wafa Bart,Kansrekenen 2,h1,C0.110,Wed,11
Wafa Bart,Collectieve Intelligentie,h2,C0.110,Mon,17
Wafa Bart,Collectieve Intelligentie,p1,A1.08,Tue,13
Wafa Bart,Analysemethoden en -technieken,h1,C1.112,Tue,15
Sharan Baselmans,Compilerbouw,h2,C1.112,Wed,11
Sharan Baselmans,Collectieve Intelligentie,h1,C1.112,Mon,15
Sharan Baselmans,Collectieve Intelligentie,h3,C0.110,Tue,11
Sharan Baselmans,Project Numerical Recipes,p1,A1.04,Wed,9
Sharan Baselmans,Lineaire Algebra,h1,C0.110,Fri,9
Sharan Baselmans,Compilerbouw,h1,C0.110,Thu,13
Sharan Baselmans,Compilerbouw,w1,A1.04,Tue,13
Sharan Baselmans,Compilerbouw,p1,B0.201,Wed,13
Sharan Baselmans,Lineaire Algebra,h2,C1.112,Fri,11
Sharan Baselmans,Collectieve Intelligentie,p1,A1.10,Tue,9
Sharan Baselmans,Collectieve Intelligentie,h2,C0.110,Mon,17
Sharan Baselmans,Collectieve Intelligentie,w1,A1.06,Mon,13
Edin Bastings,Algoritmen en complexiteit,p1,A1.04,Mon,11
Edin Bastings,Collectieve Intelligentie,h1,C1.112,Mon,15
Edin Bastings,Algoritmen en complexiteit,w1,A1.04,Mon,9
Edin Bastings,Collectieve Intelligentie,h3,C0.110,Tue,11
Edin Bastings,Architectuur en computerorganisatie,h1,A1.06,Tue,9
Edin Bastings,Databases 2,h1,C0.110,Fri,15
Edin Bastings,Collectieve Intelligentie,w1,A1.04,Mon,13
Edin Bastings,Collectieve Intelligentie,p1,A1.08,Tue,9
Edin Bastings,Databases 2,w1,A1.10,Fri,13
Edin Bastings,Architectuur en computerorganisatie,h2,A1.10,Tue,11
Edin Bastings,Algoritmen en complexiteit,h1,A1.10,Mon,13
Edin Bastings,Collectieve Intelligentie,h2,C0.110,Mon,17
Edin Bastings,Netwerken en systeembeveiliging,p1,C1.112,Tue,13
Mattijs Baudoin,Algoritmen en complexiteit,p1,A1.04,Mon,11
Mattijs Baudoin,Interactie-ontwerp,h1,A1.04,Tue,9
Mattijs Baudoin,Compilerbouw,h2,C1.112,Wed,11
Mattijs Baudoin,Algoritmen en complexiteit,w1,C1.112,Mon,9
Mattijs Baudoin,Lineaire Algebra,h1,C0.110,Fri,9
Mattijs Baudoin,Compilerbouw,h1,C0.110,Thu,13
Mattijs Baudoin,Compilerbouw,w1,A1.04,Tue,13
Mattijs Baudoin,Compilerbouw,p1,B0.201,Wed,13
Mattijs Baudoin,Lineaire Algebra,h2,C1.112,Fri,11
Mattijs Baudoin,Netwerken en systeembeveiliging,p1,A1.06,Mon,15
Mattijs Baudoin,Algoritmen en complexiteit,h1,A1.10,Mon,13
Mattijs Baudoin,Interactie-ontwerp,h2,B0.201,Tue,11
Ravi Bauer,Collectieve Intelligentie,h1,C1.112,Mon,15
Ravi Bauer,Collectieve Intelligentie,w1,A1.10,Thu,9
Ravi Bauer,Collectieve Intelligentie,h3,C0.110,Tue,11
Ravi Bauer,Netwerken en systeembeveiliging,p1,C0.110,Mon,15
Ravi Bauer,Calculus 2,h1,C0.110,Thu,11
Ravi Bauer,Collectieve Intelligentie,p1,A1.10,Tue,9
Ravi Bauer,Collectieve Intelligentie,h2,C0.110,Mon,17
Ravi Bauer,Calculus 2,w1,A1.10,Mon,15
Wiert Becht,Project Numerical Recipes,p1,A1.06,Wed,13
Kyllian Bekkema,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Kyllian Bekkema,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Kyllian Bekkema,Netwerken en systeembeveiliging,p1,C0.110,Mon,15
Kyllian Bekkema,Advanced Heuristics,p1,B0.201,Fri,11
Kyllian Bekkema,Reflectie op de digitale cultuur,w1,C0.110,Tue,9
Kyllian Bekkema,Advanced Heuristics,h1,A1.08,Fri,9
Marrie Bekker,Collectieve Intelligentie,h1,C1.112,Mon,15
Marrie Bekker,Collectieve Intelligentie,h3,C0.110,Tue,11
Marrie Bekker,Zoeken sturen en bewegen,p1,A1.08,Wed,13
Marrie Bekker,Calculus 2,h1,C0.110,Thu,11
Marrie Bekker,Collectieve Intelligentie,p1,A1.08,Wed,15
Marrie Bekker,Collectieve Intelligentie,h2,C0.110,Mon,17
Marrie Bekker,Calculus 2,w1,A1.10,Mon,15
Marrie Bekker,Netwerken en systeembeveiliging,p1,C1.112,Tue,13
Marrie Bekker,Collectieve Intelligentie,w1,C1.112,Fri,15
Angèle Berentsen,Algoritmen en complexiteit,p1,A1.04,Mon,11
Angèle Berentsen,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Angèle Berentsen,Advanced Heuristics,p1,A1.08,Fri,11
Angèle Berentsen,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Angèle Berentsen,Algoritmen en complexiteit,w1,A1.04,Mon,9
Angèle Berentsen,Reflectie op de digitale cultuur,w1,B0.201,Tue,9
Angèle Berentsen,Kansrekenen 2,h2,C0.110,Wed,9
Angèle Berentsen,Algoritmen en complexiteit,h1,A1.10,Mon,13
Angèle Berentsen,Kansrekenen 2,h1,C0.110,Wed,11
Angèle Berentsen,Advanced Heuristics,h1,A1.08,Fri,9
Emil Bergmans,Algoritmen en complexiteit,w1,A1.04,Mon,9
Emil Bergmans,Project Genetic Algorithms,p1,A1.04,Thu,13
Emil Bergmans,Algoritmen en complexiteit,p1,A1.10,Mon,11
Emil Bergmans,Kansrekenen 2,h2,C0.110,Wed,9
Emil Bergmans,Netwerken en systeembeveiliging,p1,A1.06,Mon,15
Emil Bergmans,Algoritmen en complexiteit,h1,A1.10,Mon,13
Emil Bergmans,Kansrekenen 2,h1,C0.110,Wed,11
Tian Berkers,Advanced Heuristics,p1,A1.08,Fri,11
Tian Berkers,Webprogrammeren en databases,p1,C1.112,Thu,9
Tian Berkers,Calculus 2,h1,C0.110,Thu,11
Tian Berkers,Webprogrammeren en databases,w1,A1.06,Thu,11
Tian Berkers,Calculus 2,w1,B0.201,Thu,9
Tian Berkers,Webprogrammeren en databases,h1,B0.201,Thu,13
Tian Berkers,Webprogrammeren en databases,h2,A1.04,Thu,15
Tian Berkers,Advanced Heuristics,h1,A1.08,Fri,9
Annique Berrevoets,Software engineering,w1,A1.04,Wed,15
Annique Berrevoets,Netwerken en systeembeveiliging,p1,A1.06,Fri,11
Annique Berrevoets,Software engineering,h1,C0.110,Wed,13
Annique Berrevoets,Software engineering,p1,B0.201,Fri,13
Theadora Besemer,Data Mining,h2,A1.04,Fri,11
Theadora Besemer,Data Mining,p1,A1.04,Mon,15
Theadora Besemer,Data Mining,w1,A1.06,Wed,11
Theadora Besemer,Data Mining,h1,C1.112,Fri,9
Abdallah Beulen,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Abdallah Beulen,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Abdallah Beulen,Software engineering,w1,A1.10,Wed,15
Abdallah Beulen,Heuristieken 1,w1,C1.112,Mon,13
Abdallah Beulen,Autonomous Agents 2,h1,A1.04,Wed,11
Abdallah Beulen,Software engineering,p1,C0.110,Fri,13
Abdallah Beulen,Autonomous Agents 2,p1,A1.08,Thu,13
Abdallah Beulen,Autonomous Agents 2,h2,A1.06,Thu,15
Abdallah Beulen,Heuristieken 1,h1,B0.201,Tue,13
Abdallah Beulen,Autonomous Agents 2,w1,C1.112,Wed,9
Abdallah Beulen,Analysemethoden en -technieken,h1,C1.112,Tue,15
Abdallah Beulen,Reflectie op de digitale cultuur,w1,C0.110,Tue,9
Abdallah Beulen,Software engineering,h1,C0.110,Wed,13
Eltjo Beunen,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Eltjo Beunen,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Eltjo Beunen,Software engineering,w1,A1.10,Wed,15
Eltjo Beunen,Software engineering,p1,B0.201,Fri,13
Eltjo Beunen,Reflectie op de digitale cultuur,w1,C1.112,Tue,9
Eltjo Beunen,Software engineering,h1,C0.110,Wed,13
Saba Bhaggoe,Algoritmen en complexiteit,p1,A1.04,Mon,11
Saba Bhaggoe,Algoritmen en complexiteit,w1,C1.112,Mon,9
Saba Bhaggoe,Kansrekenen 2,h2,C0.110,Wed,9
Saba Bhaggoe,Algoritmen en complexiteit,h1,A1.10,Mon,13
Saba Bhaggoe,Kansrekenen 2,h1,C0.110,Wed,11
Saba Bhaggoe,Programmeren in Java 2,p1,A1.08,Fri,13
Ella Bischoff,Collectieve Intelligentie,h1,C1.112,Mon,15
Ella Bischoff,Collectieve Intelligentie,h3,C0.110,Tue,11
Ella Bischoff,Collectieve Intelligentie,p1,A1.08,Tue,9
Ella Bischoff,Collectieve Intelligentie,h2,C0.110,Mon,17
Ella Bischoff,Collectieve Intelligentie,w1,C1.112,Fri,15
Perry Blijleven,Project Numerical Recipes,p1,A1.06,Wed,13
Thyrza Blik,Lineaire Algebra,h2,C1.112,Fri,11
Thyrza Blik,Lineaire Algebra,h1,C0.110,Fri,9
Jarik Blikman,Interactie-ontwerp,h1,A1.04,Tue,9
Jarik Blikman,Netwerken en systeembeveiliging,p1,A1.06,Fri,11
Jarik Blikman,Data Mining,h1,C1.112,Fri,9
Jarik Blikman,Bioinformatica,p1,A1.08,Mon,9
Jarik Blikman,Heuristieken 2,w1,A1.08,Wed,11
Jarik Blikman,Bioinformatica,h3,C0.110,Mon,13
Jarik Blikman,Heuristieken 2,h1,A1.04,Wed,13
Jarik Blikman,Bioinformatica,w1,A1.08,Thu,15
Jarik Blikman,Bioinformatica,h2,A1.10,Thu,13
Jarik Blikman,Data Mining,p1,C1.112,Thu,13
Jarik Blikman,Data Mining,h2,A1.04,Fri,11
Jarik Blikman,Data Mining,w1,B0.201,Mon,13
Jarik Blikman,Interactie-ontwerp,h2,B0.201,Tue,11
Jarik Blikman,Bioinformatica,h1,C0.110,Mon,11
Monika Blikman,Netwerken en systeembeveiliging,p1,A1.06,Fri,11
Monika Blikman,Informatie- en organisatieontwerp,p1,A1.08,Fri,15
Monika Blikman,Kansrekenen 2,h2,C0.110,Wed,9
Monika Blikman,Informatie- en organisatieontwerp,h1,A1.08,Thu,9
Monika Blikman,Kansrekenen 2,h1,C0.110,Wed,11
Monika Blikman,Informatie- en organisatieontwerp,h2,C1.112,Fri,13
Monika Blikman,Informatie- en organisatieontwerp,w1,C1.112,Wed,13
Monika Blikman,Analysemethoden en -technieken,h1,C1.112,Tue,15
Marco Bloemert,Collectieve Intelligentie,h1,C1.112,Mon,15
Marco Bloemert,Collectieve Intelligentie,w1,A1.10,Thu,9
Marco Bloemert,Collectieve Intelligentie,h3,C0.110,Tue,11
Marco Bloemert,Collectieve Intelligentie,p1,A1.08,Tue,9
Marco Bloemert,Collectieve Intelligentie,h2,C0.110,Mon,17
Anjana Bloemsma,Compilerbouw (practicum),p1,B0.201,Wed,11
Guilliano Blomsma,Project Genetic Algorithms,p1,A1.10,Mon,9
Guilliano Blomsma,Webprogrammeren en databases,p1,A1.06,Thu,9
Guilliano Blomsma,Webprogrammeren en databases,w1,A1.10,Thu,11
Guilliano Blomsma,Webprogrammeren en databases,h1,B0.201,Thu,13
Guilliano Blomsma,Webprogrammeren en databases,h2,A1.04,Thu,15
Lenne Boateng,Compilerbouw,h2,C1.112,Wed,11
Lenne Boateng,Compilerbouw,p1,B0.201,Tue,15
Lenne Boateng,Compilerbouw,h1,C0.110,Thu,13
Lenne Boateng,Compilerbouw,w1,A1.04,Tue,13
Lenne Boateng,Machine Learning,h2,A1.04,Fri,9
Lenne Boateng,Machine Learning,h1,A1.10,Fri,11
Amadou Boekema,Interactie-ontwerp,h1,A1.04,Tue,9
Amadou Boekema,Compilerbouw,h2,C1.112,Wed,11
Amadou Boekema,Compilerbouw,p1,B0.201,Tue,15
Amadou Boekema,Compilerbouw,h1,C0.110,Thu,13
Amadou Boekema,Compilerbouw,w1,A1.04,Tue,13
Amadou Boekema,Kansrekenen 2,h2,C0.110,Wed,9
Amadou Boekema,Kansrekenen 2,h1,C0.110,Wed,11
Amadou Boekema,Interactie-ontwerp,h2,B0.201,Tue,11
Armin Bol,Analysemethoden en -technieken,h1,C1.112,Tue,15
Armin Bol,Project Genetic Algorithms,p1,A1.04,Thu,13
Rayn Bolding,Moderne Databases,p1,B0.201,Thu,15
Rayn Bolding,Moderne Databases,w1,A1.10,Fri,9
Rayn Bolding,Moderne Databases,h1,C0.110,Fri,11
Jeremey Bontenbal,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Jeremey Bontenbal,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Jeremey Bontenbal,Reflectie op de digitale cultuur,w1,B0.201,Tue,9
Jeremey Bontenbal,Kansrekenen 2,h2,C0.110,Wed,9
Jeremey Bontenbal,Kansrekenen 2,h1,C0.110,Wed,11
Tariq Bood,Programmeren in Java 2,p1,A1.04,Tue,11
Hiba Boogert,Calculus 2,w1,A1.04,Thu,9
Hiba Boogert,Calculus 2,h1,C0.110,Thu,11
Hiba Boogert,Netwerken en systeembeveiliging,p1,C0.110,Mon,15
Kely Borg,Programmeren in Java 2,p1,A1.06,Tue,13
Ken Borsboom,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Ken Borsboom,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Ken Borsboom,Reflectie op de digitale cultuur,w1,B0.201,Tue,9
Narin Boshuis,Algoritmen en complexiteit,p1,A1.10,Mon,11
Narin Boshuis,Algoritmen en complexiteit,h1,A1.10,Mon,13
Narin Boshuis,Algoritmen en complexiteit,w1,A1.04,Mon,9
Rudolph Bosman,Calculus 2,h1,C0.110,Thu,11
Rudolph Bosman,Calculus 2,w1,A1.10,Mon,15
Jael Boutkan,Calculus 2,w1,A1.04,Thu,9
Jael Boutkan,Zoeken sturen en bewegen,p1,A1.06,Fri,15
Jael Boutkan,Calculus 2,h1,C0.110,Thu,11
Resi Braamhaar,Zoeken sturen en bewegen,p1,B0.201,Wed,15
Hanne Brans,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Hanne Brans,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Hanne Brans,Reflectie op de digitale cultuur,w1,B0.201,Tue,9
Hanne Brans,Technology for games,w1,A1.08,Mon,11
Hanne Brans,Technology for games,h1,B0.201,Mon,9
Hanne Brans,Analysemethoden en -technieken,h1,C1.112,Tue,15
Hanne Brans,Technology for games,h2,A1.04,Thu,11
Cyrina Brasser,Project Numerical Recipes,p1,A1.08,Wed,9
Cyrina Brasser,Bioinformatica,h3,C0.110,Mon,13
Cyrina Brasser,Bioinformatica,w1,A1.08,Thu,15
Cyrina Brasser,Bioinformatica,h2,A1.10,Thu,13
Cyrina Brasser,Analysemethoden en -technieken,h1,C1.112,Tue,15
Cyrina Brasser,Bioinformatica,p1,C0.110,Mon,9
Cyrina Brasser,Bioinformatica,h1,C0.110,Mon,11
Femia Brink,Collectieve Intelligentie,h1,C1.112,Mon,15
Femia Brink,Collectieve Intelligentie,w1,A1.10,Thu,9
Femia Brink,Collectieve Intelligentie,h3,C0.110,Tue,11
Femia Brink,Architectuur en computerorganisatie,h1,A1.06,Tue,9
Femia Brink,Architectuur en computerorganisatie,h2,A1.10,Tue,11
Femia Brink,Collectieve Intelligentie,h2,C0.110,Mon,17
Femia Brink,Collectieve Intelligentie,p1,A1.08,Tue,13
Renze Brink,Webprogrammeren en databases,p1,A1.06,Thu,9
Renze Brink,Calculus 2,h1,C0.110,Thu,11
Renze Brink,Calculus 2,w1,B0.201,Thu,9
Renze Brink,Kansrekenen 2,h2,C0.110,Wed,9
Renze Brink,Webprogrammeren en databases,h1,B0.201,Thu,13
Renze Brink,Webprogrammeren en databases,w1,A1.06,Thu,11
Renze Brink,Webprogrammeren en databases,h2,A1.04,Thu,15
Renze Brink,Kansrekenen 2,h1,C0.110,Wed,11
Nyncke Brinks,Kansrekenen 2,h1,C0.110,Wed,11
Nyncke Brinks,Kansrekenen 2,h2,C0.110,Wed,9
Wulfert Brinksma,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Wulfert Brinksma,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Wulfert Brinksma,Reflectie op de digitale cultuur,w1,B0.201,Tue,9
Ilyass Broeks,Bioinformatica,h3,C0.110,Mon,13
Ilyass Broeks,Bioinformatica,w1,A1.04,Tue,15
Ilyass Broeks,Bioinformatica,h2,A1.10,Thu,13
Ilyass Broeks,Zoeken sturen en bewegen,p1,B0.201,Wed,15
Ilyass Broeks,Analysemethoden en -technieken,h1,C1.112,Tue,15
Ilyass Broeks,Bioinformatica,p1,C0.110,Mon,9
Ilyass Broeks,Bioinformatica,h1,C0.110,Mon,11
Ethan Broer,Algoritmen en complexiteit,w1,C1.112,Mon,9
Ethan Broer,Algoritmen en complexiteit,p1,A1.10,Mon,11
Ethan Broer,Software engineering,w1,A1.10,Wed,15
Ethan Broer,Kansrekenen 2,h2,C0.110,Wed,9
Ethan Broer,Software engineering,p1,C0.110,Fri,13
Ethan Broer,Algoritmen en complexiteit,h1,A1.10,Mon,13
Ethan Broer,Kansrekenen 2,h1,C0.110,Wed,11
Ethan Broer,Software engineering,h1,C0.110,Wed,13
Tarah Broerse,Autonomous Agents 2,p1,A1.08,Tue,11
Tarah Broerse,Lineaire Algebra,h1,C0.110,Fri,9
Tarah Broerse,Autonomous Agents 2,h1,A1.04,Wed,11
Tarah Broerse,Lineaire Algebra,h2,C1.112,Fri,11
Tarah Broerse,Autonomous Agents 2,h2,A1.06,Thu,15
Tarah Broerse,Autonomous Agents 2,w1,C1.112,Wed,9
Devlin Bronsema,Programmeren in Java 2,p1,A1.04,Tue,11
Devlin Bronsema,Databases 2,h1,C0.110,Fri,15
Devlin Bronsema,Databases 2,w1,A1.10,Fri,13
Devlin Bronsema,Informatie- en organisatieontwerp,h1,A1.08,Thu,9
Devlin Bronsema,Informatie- en organisatieontwerp,h2,C1.112,Fri,13
Devlin Bronsema,Informatie- en organisatieontwerp,w1,C1.112,Wed,13
Devlin Bronsema,Informatie- en organisatieontwerp,p1,A1.10,Fri,15
Sayfeddine Bruijnes,Data Mining,w1,A1.08,Thu,11
Sayfeddine Bruijnes,Data Mining,p1,A1.04,Mon,15
Sayfeddine Bruijnes,Data Mining,h1,C1.112,Fri,9
Sayfeddine Bruijnes,Lineaire Algebra,h1,C0.110,Fri,9
Sayfeddine Bruijnes,Kansrekenen 2,h2,C0.110,Wed,9
Sayfeddine Bruijnes,Lineaire Algebra,h2,C1.112,Fri,11
Sayfeddine Bruijnes,Data Mining,h2,A1.04,Fri,11
Sayfeddine Bruijnes,Programmeren in Java 2,p1,C0.110,Tue,15
Sayfeddine Bruijnes,Kansrekenen 2,h1,C0.110,Wed,11
Virginie Brunsveld,Autonomous Agents 2,w1,B0.201,Wed,9
Virginie Brunsveld,Databases 2,w1,A1.04,Fri,13
Virginie Brunsveld,Collectieve Intelligentie,h1,C1.112,Mon,15
Virginie Brunsveld,Collectieve Intelligentie,h3,C0.110,Tue,11
Virginie Brunsveld,Autonomous Agents 2,p1,A1.08,Tue,11
Virginie Brunsveld,Moderne Databases,p1,B0.201,Thu,15
Virginie Brunsveld,Databases 2,h1,C0.110,Fri,15
Virginie Brunsveld,Moderne Databases,w1,A1.10,Fri,9
Virginie Brunsveld,Lineaire Algebra,h1,C0.110,Fri,9
Virginie Brunsveld,Lineaire Algebra,h2,C1.112,Fri,11
Virginie Brunsveld,Autonomous Agents 2,h1,A1.04,Wed,11
Virginie Brunsveld,Autonomous Agents 2,h2,A1.06,Thu,15
Virginie Brunsveld,Collectieve Intelligentie,p1,A1.08,Tue,13
Virginie Brunsveld,Moderne Databases,h1,C0.110,Fri,11
Virginie Brunsveld,Collectieve Intelligentie,h2,C0.110,Mon,17
Virginie Brunsveld,Collectieve Intelligentie,w1,C1.112,Fri,15
Angus Brusse,Databases 2,h1,C0.110,Fri,15
Angus Brusse,Netwerken en systeembeveiliging,p1,A1.06,Fri,11
Angus Brusse,Databases 2,w1,A1.10,Fri,13
Allan Budel,Project Genetic Algorithms,p1,A1.04,Thu,13
Allan Budel,Heuristieken 2,w1,A1.08,Wed,11
Allan Budel,Calculus 2,h1,C0.110,Thu,11
Allan Budel,Heuristieken 2,h1,A1.04,Wed,13
Allan Budel,Calculus 2,w1,A1.10,Mon,15
Wytske Buining,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Wytske Buining,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Wytske Buining,Compilerbouw,h2,C1.112,Wed,11
Wytske Buining,Algoritmen en complexiteit,w1,C1.112,Mon,9
Wytske Buining,Databases 2,h1,C0.110,Fri,15
Wytske Buining,Programmeren in Java 2,p1,A1.10,Tue,15
Wytske Buining,Compilerbouw,h1,C0.110,Thu,13
Wytske Buining,Compilerbouw,w1,C0.110,Tue,13
Wytske Buining,Algoritmen en complexiteit,p1,A1.10,Mon,11
Wytske Buining,Compilerbouw,p1,B0.201,Wed,13
Wytske Buining,Databases 2,w1,A1.10,Fri,13
Wytske Buining,Algoritmen en complexiteit,h1,A1.10,Mon,13
Wytske Buining,Reflectie op de digitale cultuur,w1,C0.110,Tue,9
Rika Buizer,Kansrekenen 2,h2,C0.110,Wed,9
Rika Buizer,Informatie- en organisatieontwerp,h1,A1.08,Thu,9
Rika Buizer,Technology for games,w1,B0.201,Mon,11
Rika Buizer,Informatie- en organisatieontwerp,h2,C1.112,Fri,13
Rika Buizer,Technology for games,h1,B0.201,Mon,9
Rika Buizer,Informatie- en organisatieontwerp,w1,C1.112,Wed,13
Rika Buizer,Kansrekenen 2,h1,C0.110,Wed,11
Rika Buizer,Informatie- en organisatieontwerp,p1,A1.10,Fri,15
Rika Buizer,Technology for games,h2,A1.04,Thu,11
Vivianne Buter,Advanced Heuristics,p1,A1.08,Fri,11
Vivianne Buter,Advanced Heuristics,h1,A1.08,Fri,9
Vivianne Buter,Calculus 2,h1,C0.110,Thu,11
Vivianne Buter,Calculus 2,w1,B0.201,Thu,9
Vivianne Buter,Heuristieken 1,h1,B0.201,Tue,13
Vivianne Buter,Heuristieken 1,w1,A1.06,Thu,13
Vivianne Buter,Programmeren in Java 2,p1,C0.110,Tue,15
Vivianne Buter,Project Numerical Recipes,p1,A1.06,Wed,13
Abdül Buth,Informatie- en organisatieontwerp,w1,A1.10,Wed,13
Abdül Buth,Architectuur en computerorganisatie,h1,A1.06,Tue,9
Abdül Buth,Informatie- en organisatieontwerp,h1,A1.08,Thu,9
Abdül Buth,Architectuur en computerorganisatie,h2,A1.10,Tue,11
Abdül Buth,Informatie- en organisatieontwerp,h2,C1.112,Fri,13
Abdül Buth,Informatie- en organisatieontwerp,p1,A1.10,Fri,15
Donné Buurma,Reflectie op de digitale cultuur,h1,A1.10,Tue,13
Donné Buurma,Reflectie op de digitale cultuur,h2,C1.112,Tue,11
Donné Buurma,Kansrekenen 2,h2,C0.110,Wed,9
Donné Buurma,Reflectie op de digitale cultuur,w1,C1.112,Tue,9
Donné Buurma,Kansrekenen 2,h1,C0.110,Wed,11
Lucienne Caris,Algoritmen en complexiteit,p1,A1.04,Mon,11
Lucienne Caris,Compilerbouw,h2,C1.112,Wed,11
Lucienne Caris,Algoritmen en complexiteit,w1,C1.112,Mon,9
Lucienne Caris,Compilerbouw,p1,B0.201,Tue,15
